,Stock1,Stock2
5142,ROST,TPR
5143,ROST,TFC
5144,ROST,WDC
5145,ROST,ZION
5146,RCL,WELL
5147,SLB,SPG
5148,SLB,TSN
5149,SLB,WELL
5150,SRE,SPG
5151,SRE,LUV
5152,SRE,TSN
5153,SRE,UDR
5154,SRE,USB
5155,SRE,UAL
5156,SRE,VLO
5157,SRE,VFC
5158,SRE,VNO
5159,SRE,WBA
5160,SRE,WFC
5161,SPG,TSN
5162,SPG,WBA
5163,SPG,WELL
5164,SO,WRK
5165,LUV,SYY
5166,LUV,USB
5167,LUV,WRB
5168,SBUX,VMC
5169,STE,TROW
5170,STE,TGT
5171,STE,TER
5172,STE,TXN
5173,STE,TT
5174,STE,TRMB
5175,STE,UNP
5176,STE,UPS
5177,SYF,TXT
5178,SYF,TFC
5179,SYF,WRB
5180,SYF,WAB
5181,SYY,TFC
5182,SYY,VFC
5183,SYY,WAB
5184,TGT,TER
5185,TGT,TT
5186,TGT,UNP
5187,TXN,TT
5188,TXN,TRMB
5189,TXN,UNP
5190,TXT,TRV
5191,TXT,VMC
5192,TXT,YUM
5193,TJX,VMC
5194,TJX,DIS
5195,TJX,WRK
5196,TJX,WY
5197,TJX,XYL
5198,TJX,ZBH
5199,TT,UNP
5200,TWTR,XYL
5201,TSN,UDR
5202,TSN,VLO
5203,TSN,VNO
5204,TSN,WFC
5205,TSN,WELL
5206,UDR,USB
5207,UDR,VLO
5208,UDR,WBA
5209,UDR,WFC
5210,UDR,WYNN
5211,UAA,UNM
5212,UA,UNM
5213,UNP,UPS
5214,UNP,WHR
5215,UHS,VFC
5216,UNM,WELL
5217,VLO,WBA
5218,VRSK,WMT
5219,VZ,WMT
5220,VZ,WHR
5221,VIAC,WAB
5222,VIAC,WMB
5223,VTRS,XEL
5224,VMC,WY
5225,WRB,ZION
5226,WAB,DIS
5227,WAB,WYNN
5228,WAB,ZION
5229,WMT,ZTS
5230,WM,WRK
5231,WY,ZBH
5232,WMB,YUM
